instance sat family pattern-v pattern-e target-v target-e
si6-b09-m400.00 1 3 240 1057 400 1800
si6-b06-m400.03 1 3 240 714 400 1200
si6-b06-m400.08 1 3 240 714 400 1200
si6-b06-m400.07 1 3 240 714 400 1200
si6-b06-m400.04 1 3 240 714 400 1200
si6-b06-m400.05 1 3 240 714 400 1200
si6-b06-m400.06 1 3 240 714 400 1200
si6-b06-m400.02 1 3 240 714 400 1200
si6-b06-m400.01 1 3 240 714 400 1200
si6-b06-m400.00 1 3 240 714 400 1200
si6-b06-m400.09 1 3 240 714 400 1200
si6-b03m-m200.04 1 4 120 160 200 300
si6-b03m-m200.07 1 4 120 162 200 300
si6-b03m-m200.08 1 4 120 159 200 300
si6-b03m-m200.02 1 4 120 159 200 300
si6-b03m-m200.03 1 4 120 155 200 300
si6-b03m-m200.06 1 4 120 160 200 300
si6-b03m-m200.01 1 4 120 160 200 300
si6-b03m-m200.09 1 4 120 156 200 300
si6-b03m-m200.00 1 4 120 154 200 300
si6-b03m-m200.05 1 4 120 169 200 300
si4-b06-m800.04 1 3 320 954 800 2400
si4-b06-m800.00 1 3 320 954 800 2400
si4-b06-m800.08 1 3 320 954 800 2400
si4-b06-m800.05 1 3 320 954 800 2400
si4-b06-m800.03 1 3 320 954 800 2400
si4-b06-m800.06 1 3 320 954 800 2400
si4-b06-m800.07 1 3 320 954 800 2400
si4-b06-m800.01 1 3 320 954 800 2400
si4-b06-m800.02 1 3 320 954 800 2400
si4-b06-m800.09 1 3 320 954 800 2400
si6-b09m-m200.07 1 4 120 415 200 896
si6-b09m-m200.06 1 4 120 399 200 896
si6-b09m-m200.01 1 4 120 395 200 896
si6-b09m-m200.08 1 4 120 391 200 895
si6-b09m-m200.00 1 4 120 405 200 897
si6-b09m-m200.09 1 4 120 383 200 897
si6-b09m-m200.02 1 4 120 394 200 894
si6-b09m-m200.05 1 4 120 391 200 898
si6-b09m-m200.03 1 4 120 401 200 895
si6-b09m-m200.04 1 4 120 408 200 890
si4-b09m-m400.07 1 4 160 491 400 1797
si4-b09m-m400.06 1 4 160 474 400 1794
si4-b09m-m400.00 1 4 160 475 400 1796
si4-b09m-m400.08 1 4 160 469 400 1796
si4-b09m-m400.04 1 4 160 445 400 1799
si4-b09m-m400.09 1 4 160 469 400 1792
si4-b09m-m400.02 1 4 160 474 400 1796
si4-b09m-m400.03 1 4 160 463 400 1796
si4-b09m-m400.01 1 4 160 464 400 1798
si4-b09m-m400.05 1 4 160 452 400 1796
si6-m4Dr4-m1296.03 1 6 777 1966 1296 4118
si6-m4Dr4-m1296.06 1 6 777 1934 1296 4118
si6-m4Dr4-m1296.04 1 6 777 1870 1296 4118
si6-m4Dr4-m1296.01 1 6 777 2009 1296 4118
si6-m4Dr4-m1296.09 1 6 777 2030 1296 4117
si6-m4Dr4-m1296.02 1 6 777 1917 1296 4114
si6-m4Dr4-m1296.08 1 6 777 2038 1296 4118
si6-m4Dr4-m1296.05 1 6 777 1888 1296 4117
si6-m4Dr4-m1296.07 1 6 777 1884 1296 4117
si6-m4Dr4-m1296.00 1 6 777 1980 1296 4116
si6-b06-m200.09 1 3 120 354 200 600
si6-b06-m200.03 1 3 120 354 200 600
si6-b06-m200.05 1 3 120 354 200 600
si6-b06-m200.00 1 3 120 354 200 600
si6-b06-m200.08 1 3 120 354 200 600
si6-b06-m200.02 1 3 120 354 200 600
si6-b06-m200.06 1 3 120 354 200 600
si6-b06-m200.04 1 3 120 354 200 600
si6-b06-m200.01 1 3 120 354 200 600
si6-b06-m200.07 1 3 120 354 200 600
si4-m4Dr6-m625.02 1 6 250 572 625 2074
si4-m4Dr6-m625.06 1 6 250 545 625 2073
si4-m4Dr6-m625.03 1 6 250 561 625 2074
si4-m4Dr6-m625.07 1 6 250 536 625 2070
si4-m4Dr6-m625.08 1 6 250 545 625 2073
si4-m4Dr6-m625.09 1 6 250 491 625 2074
si4-m4Dr6-m625.00 1 6 250 559 625 2074
si4-m4Dr6-m625.01 1 6 250 535 625 2074
si4-m4Dr6-m625.05 1 6 250 572 625 2073
si4-m4Dr6-m625.04 1 6 250 532 625 2074
si6-b06m-m200.09 1 4 120 296 200 597
si6-b06m-m200.02 1 4 120 286 200 599
si6-b06m-m200.05 1 4 120 305 200 599
si6-b06m-m200.00 1 4 120 287 200 600
si6-b06m-m200.07 1 4 120 297 200 599
si6-b06m-m200.04 1 4 120 311 200 597
si6-b06m-m200.08 1 4 120 281 200 600
si6-b06m-m200.06 1 4 120 294 200 596
si6-b06m-m200.03 1 4 120 295 200 597
si6-b06m-m200.01 1 4 120 301 200 599
si6-m4Dr4-m256.05 1 6 153 367 256 774
si6-m4Dr4-m256.03 1 6 153 348 256 773
si6-m4Dr4-m256.02 1 6 153 359 256 773
si6-m4Dr4-m256.01 1 6 153 398 256 774
si6-m4Dr4-m256.08 1 6 153 342 256 773
si6-m4Dr4-m256.09 1 6 153 329 256 773
si6-m4Dr4-m256.07 1 6 153 345 256 773
si6-m4Dr4-m256.06 1 6 153 362 256 773
si6-m4Dr4-m256.04 1 6 153 364 256 774
si6-m4Dr4-m256.00 1 6 153 350 256 772
si4-r001-m600.01 1 7 240 654 600 3635
si4-r001-m600.08 1 7 240 656 600 3621
si4-r001-m600.02 1 7 240 670 600 3630
si4-r001-m600.07 1 7 240 643 600 3629
si4-r001-m600.05 1 7 240 665 600 3638
si4-r001-m600.06 1 7 240 669 600 3636
si4-r001-m600.00 1 7 240 670 600 3621
si4-r001-m600.04 1 7 240 628 600 3637
si4-r001-m600.09 1 7 240 653 600 3621
si4-r001-m600.03 1 7 240 629 600 3637
si2-b09m-m200.08 1 4 40 117 200 895
si2-b09m-m200.06 1 4 40 80 200 898
si2-b09m-m200.03 1 4 40 78 200 898
si2-b09m-m200.09 1 4 40 79 200 894
si2-b09m-m200.04 1 4 40 91 200 899
si2-b09m-m200.00 1 4 40 102 200 897
si2-b09m-m200.01 1 4 40 79 200 895
si2-b09m-m200.05 1 4 40 81 200 897
si2-b09m-m200.07 1 4 40 87 200 894
si2-b09m-m200.02 1 4 40 86 200 897
si6-b03-m200.01 1 3 120 177 200 300
si6-b03-m200.03 1 3 120 177 200 300
si6-b03-m200.04 1 3 120 177 200 300
si6-b03-m200.08 1 3 120 177 200 300
si6-b03-m200.07 1 3 120 177 200 300
si6-b03-m200.09 1 3 120 177 200 300
si6-b03-m200.05 1 3 120 177 200 300
si6-b03-m200.02 1 3 120 177 200 300
si6-b03-m200.06 1 3 120 177 200 300
si6-b03-m200.00 1 3 120 177 200 300
si6-b09-m200.09 1 3 120 517 200 900
si6-b09-m200.06 1 3 120 517 200 900
si6-b09-m200.08 1 3 120 516 200 900
si6-b09-m200.03 1 3 120 517 200 900
si6-b09-m200.00 1 3 120 517 200 900
si6-b09-m200.02 1 3 120 517 200 900
si6-b09-m200.07 1 3 120 516 200 900
si6-b09-m200.04 1 3 120 516 200 900
si6-b09-m200.01 1 3 120 517 200 900
si6-b09-m200.05 1 3 120 517 200 900
g10-g11 0 2 41 80 42 114
g10-g12 0 2 41 80 48 203
g10-g13 0 2 41 80 49 125
g10-g14 0 2 41 80 50 109
g10-g15 0 2 41 80 50 145
g10-g16 0 2 41 80 53 189
g10-g20 1 2 41 80 64 728
g10-g21 1 2 41 80 64 1848
g10-g22 0 2 41 80 67 224
g10-g23 0 2 41 80 73 283
g10-g25 0 2 41 80 75 114
g10-g26 0 2 41 80 80 254
g10-g27 1 2 41 80 86 400
g10-g28 0 2 41 80 97 92
g10-g29 1 2 41 80 100 906
g10-g30 1 2 41 80 100 907
g10-g31 1 2 41 80 100 1000
g10-g32 1 2 41 80 100 4950
g10-g33 0 2 41 80 101 297
g10-g37 0 2 41 80 120 638
g10-g38 0 2 41 80 121 210
g10-g40 1 2 41 80 121 3600
g10-g41 0 2 41 80 128 368
g10-g42 0 2 41 80 128 508
g10-g43 1 2 41 80 128 824
g10-g44 1 2 41 80 128 892
g10-g45 1 2 41 80 128 894
g10-g46 1 2 41 80 128 938
g10-g47 1 2 41 80 128 939
g10-g48 1 2 41 80 128 1000
g10-g49 1 2 41 80 128 1027
g10-g50 1 2 41 80 128 3216
g11-g12 0 2 42 114 48 203
g11-g13 0 2 42 114 49 125
g11-g14 0 2 42 114 50 109
g11-g15 0 2 42 114 50 145
g11-g16 0 2 42 114 53 189
g11-g20 1 2 42 114 64 728
g11-g21 1 2 42 114 64 1848
g11-g22 0 2 42 114 67 224
g11-g23 0 2 42 114 73 283
g11-g25 0 2 42 114 75 114
g11-g26 0 2 42 114 80 254
g11-g27 0 2 42 114 86 400
g11-g28 0 2 42 114 97 92
g11-g29 0 2 42 114 100 906
g11-g30 0 2 42 114 100 907
g11-g31 0 2 42 114 100 1000
g11-g32 1 2 42 114 100 4950
g11-g33 0 2 42 114 101 297
g11-g37 0 2 42 114 120 638
g11-g38 0 2 42 114 121 210
g11-g40 1 2 42 114 121 3600
g11-g41 0 2 42 114 128 368
g11-g42 0 2 42 114 128 508
g11-g43 1 2 42 114 128 824
g11-g44 0 2 42 114 128 892
g11-g45 0 2 42 114 128 894
g11-g46 0 2 42 114 128 938
g11-g47 0 2 42 114 128 939
g11-g48 0 2 42 114 128 1000
g11-g49 0 2 42 114 128 1027
g11-g50 1 2 42 114 128 3216
g12-g20 0 2 48 203 64 728
g12-g21 1 2 48 203 64 1848
g12-g23 0 2 48 203 73 283
g12-g26 0 2 48 203 80 254
g12-g27 0 2 48 203 86 400
g12-g29 0 2 48 203 100 906
g12-g30 0 2 48 203 100 907
g12-g31 0 2 48 203 100 1000
g12-g32 1 2 48 203 100 4950
g12-g38 0 2 48 203 121 210
g12-g40 1 2 48 203 121 3600
g12-g43 0 2 48 203 128 824
g12-g44 0 2 48 203 128 892
g12-g45 0 2 48 203 128 894
g12-g46 0 2 48 203 128 938
g12-g47 0 2 48 203 128 939
g12-g48 0 2 48 203 128 1000
g12-g50 1 2 48 203 128 3216
g13-g15 1 2 49 125 50 145
g13-g20 0 2 49 125 64 728
g13-g21 1 2 49 125 64 1848
g13-g23 0 2 49 125 73 283
g13-g25 0 2 49 125 75 114
g13-g26 0 2 49 125 80 254
g13-g27 0 2 49 125 86 400
g13-g29 0 2 49 125 100 906
g13-g30 0 2 49 125 100 907
g13-g31 0 2 49 125 100 1000
g13-g32 1 2 49 125 100 4950
g13-g38 0 2 49 125 121 210
g13-g40 1 2 49 125 121 3600
g13-g43 1 2 49 125 128 824
g13-g44 0 2 49 125 128 892
g13-g45 0 2 49 125 128 894
g13-g46 0 2 49 125 128 938
g13-g47 0 2 49 125 128 939
g13-g48 0 2 49 125 128 1000
g13-g49 0 2 49 125 128 1027
g13-g50 1 2 49 125 128 3216
g14-g15 0 2 50 109 50 145
g14-g20 0 2 50 109 64 728
g14-g21 1 2 50 109 64 1848
g14-g23 0 2 50 109 73 283
g14-g25 0 2 50 109 75 114
g14-g26 0 2 50 109 80 254
g14-g27 1 2 50 109 86 400
g14-g29 0 2 50 109 100 906
g14-g30 0 2 50 109 100 907
g14-g31 0 2 50 109 100 1000
g14-g32 1 2 50 109 100 4950
g14-g38 0 2 50 109 121 210
g14-g40 1 2 50 109 121 3600
g14-g43 1 2 50 109 128 824
g14-g44 0 2 50 109 128 892
g14-g45 0 2 50 109 128 894
g14-g46 0 2 50 109 128 938
g14-g47 0 2 50 109 128 939
g14-g48 0 2 50 109 128 1000
g14-g49 1 2 50 109 128 1027
g14-g50 1 2 50 109 128 3216
g15-g20 0 2 50 145 64 728
g15-g21 1 2 50 145 64 1848
g15-g23 0 2 50 145 73 283
g15-g25 0 2 50 145 75 114
g15-g26 0 2 50 145 80 254
g15-g27 0 2 50 145 86 400
g15-g29 0 2 50 145 100 906
g15-g30 0 2 50 145 100 907
g15-g31 0 2 50 145 100 1000
g15-g32 1 2 50 145 100 4950
g15-g38 0 2 50 145 121 210
g15-g40 1 2 50 145 121 3600
g15-g43 1 2 50 145 128 824
g15-g44 0 2 50 145 128 892
g15-g45 0 2 50 145 128 894
g15-g46 0 2 50 145 128 938
g15-g47 0 2 50 145 128 939
g15-g48 0 2 50 145 128 1000
g15-g49 0 2 50 145 128 1027
g15-g50 1 2 50 145 128 3216
g16-g20 0 2 53 189 64 728
g16-g21 1 2 53 189 64 1848
g16-g22 0 2 53 189 67 224
g16-g23 0 2 53 189 73 283
g16-g25 0 2 53 189 75 114
g16-g26 0 2 53 189 80 254
g16-g27 0 2 53 189 86 400
g16-g28 0 2 53 189 97 92
g16-g29 0 2 53 189 100 906
g16-g30 0 2 53 189 100 907
g16-g31 0 2 53 189 100 1000
g16-g32 1 2 53 189 100 4950
g16-g33 0 2 53 189 101 297
g16-g37 1 2 53 189 120 638
g16-g38 0 2 53 189 121 210
g16-g40 1 2 53 189 121 3600
g16-g43 -1 2 53 189 128 824
g16-g44 0 2 53 189 128 892
g16-g45 0 2 53 189 128 894
g16-g46 0 2 53 189 128 938
g16-g47 0 2 53 189 128 939
g16-g48 0 2 53 189 128 1000
g16-g49 0 2 53 189 128 1027
g16-g50 1 2 53 189 128 3216
g17-g18 1 2 64 112 64 128
g17-g19 0 2 64 112 64 168
g17-g20 1 2 64 112 64 728
g17-g21 1 2 64 112 64 1848
g17-g22 0 2 64 112 67 224
g17-g23 0 2 64 112 73 283
g17-g24 0 2 64 112 75 67
g17-g25 0 2 64 112 75 114
g17-g26 0 2 64 112 80 254
g17-g27 -1 2 64 112 86 400
g17-g28 0 2 64 112 97 92
g17-g29 1 2 64 112 100 906
g17-g30 1 2 64 112 100 907
g17-g31 1 2 64 112 100 1000
g17-g32 1 2 64 112 100 4950
g17-g33 0 2 64 112 101 297
g17-g34 0 2 64 112 120 240
g17-g35 0 2 64 112 120 317
g17-g36 0 2 64 112 120 321
g17-g37 1 2 64 112 120 638
g17-g38 0 2 64 112 121 210
g17-g39 1 2 64 112 121 320
g17-g40 1 2 64 112 121 3600
g17-g41 0 2 64 112 128 368
g17-g42 0 2 64 112 128 508
g17-g43 1 2 64 112 128 824
g17-g44 1 2 64 112 128 892
g17-g45 1 2 64 112 128 894
g17-g46 1 2 64 112 128 938
g17-g47 1 2 64 112 128 939
g17-g48 1 2 64 112 128 1000
g17-g49 1 2 64 112 128 1027
g17-g50 1 2 64 112 128 3216
g18-g19 0 2 64 128 64 168
g18-g20 1 2 64 128 64 728
g18-g21 1 2 64 128 64 1848
g18-g22 0 2 64 128 67 224
g18-g23 0 2 64 128 73 283
g18-g24 0 2 64 128 75 67
g18-g25 0 2 64 128 75 114
g18-g26 0 2 64 128 80 254
g18-g27 0 2 64 128 86 400
g18-g28 0 2 64 128 97 92
g18-g29 1 2 64 128 100 906
g18-g30 1 2 64 128 100 907
g18-g31 1 2 64 128 100 1000
g18-g32 1 2 64 128 100 4950
g18-g33 0 2 64 128 101 297
g18-g34 0 2 64 128 120 240
g18-g35 0 2 64 128 120 317
g18-g36 0 2 64 128 120 321
g18-g37 0 2 64 128 120 638
g18-g38 0 2 64 128 121 210
g18-g39 0 2 64 128 121 320
g18-g40 1 2 64 128 121 3600
g18-g41 0 2 64 128 128 368
g18-g42 0 2 64 128 128 508
g18-g43 -1 2 64 128 128 824
g18-g44 1 2 64 128 128 892
g18-g45 1 2 64 128 128 894
g18-g46 -1 2 64 128 128 938
g18-g47 -1 2 64 128 128 939
g18-g48 1 2 64 128 128 1000
g18-g49 -1 2 64 128 128 1027
g18-g50 1 2 64 128 128 3216
g19-g20 1 2 64 168 64 728
g19-g21 1 2 64 168 64 1848
g19-g22 0 2 64 168 67 224
g19-g23 0 2 64 168 73 283
g19-g25 0 2 64 168 75 114
g19-g26 0 2 64 168 80 254
g19-g27 0 2 64 168 86 400
g19-g28 0 2 64 168 97 92
g19-g29 0 2 64 168 100 906
g19-g30 0 2 64 168 100 907
g19-g31 -1 2 64 168 100 1000
g19-g32 1 2 64 168 100 4950
g19-g33 0 2 64 168 101 297
g19-g35 0 2 64 168 120 317
g19-g37 0 2 64 168 120 638
g19-g38 0 2 64 168 121 210
g19-g40 1 2 64 168 121 3600
g19-g41 0 2 64 168 128 368
g19-g42 0 2 64 168 128 508
g19-g43 0 2 64 168 128 824
g19-g44 0 2 64 168 128 892
g19-g45 0 2 64 168 128 894
g19-g46 0 2 64 168 128 938
g19-g47 0 2 64 168 128 939
g19-g48 0 2 64 168 128 1000
g19-g49 0 2 64 168 128 1027
g19-g50 1 2 64 168 128 3216
g2-g10 1 2 10 10 41 80
g2-g11 1 2 10 10 42 114
g2-g12 1 2 10 10 48 203
g2-g13 1 2 10 10 49 125
g2-g14 1 2 10 10 50 109
g2-g15 1 2 10 10 50 145
g2-g16 1 2 10 10 53 189
g2-g17 1 2 10 10 64 112
g2-g18 1 2 10 10 64 128
g2-g19 1 2 10 10 64 168
g2-g20 1 2 10 10 64 728
g2-g21 1 2 10 10 64 1848
g2-g22 1 2 10 10 67 224
g2-g23 1 2 10 10 73 283
g2-g24 0 2 10 10 75 67
g2-g25 1 2 10 10 75 114
g2-g26 1 2 10 10 80 254
g2-g27 1 2 10 10 86 400
g2-g28 1 2 10 10 97 92
g2-g29 1 2 10 10 100 906
g2-g3 0 2 10 10 10 15
g2-g30 1 2 10 10 100 907
g2-g31 1 2 10 10 100 1000
g2-g32 1 2 10 10 100 4950
g2-g33 1 2 10 10 101 297
g2-g34 1 2 10 10 120 240
g2-g35 1 2 10 10 120 317
g2-g36 1 2 10 10 120 321
g2-g37 1 2 10 10 120 638
g2-g38 1 2 10 10 121 210
g2-g39 1 2 10 10 121 320
g2-g4 1 2 10 10 10 45
g2-g40 1 2 10 10 121 3600
g2-g41 1 2 10 10 128 368
g2-g42 1 2 10 10 128 508
g2-g43 1 2 10 10 128 824
g2-g44 1 2 10 10 128 892
g2-g45 1 2 10 10 128 894
g2-g46 1 2 10 10 128 938
g2-g47 1 2 10 10 128 939
g2-g48 1 2 10 10 128 1000
g2-g49 1 2 10 10 128 1027
g2-g5 1 2 10 10 11 20
g2-g50 1 2 10 10 128 3216
g2-g6 1 2 10 10 19 33
g2-g7 1 2 10 10 20 100
g2-g8 1 2 10 10 30 62
g2-g9 1 2 10 10 37 63
g20-g21 1 2 64 728 64 1848
g20-g23 0 2 64 728 73 283
g20-g26 0 2 64 728 80 254
g20-g27 0 2 64 728 86 400
g20-g29 0 2 64 728 100 906
g20-g30 0 2 64 728 100 907
g20-g31 0 2 64 728 100 1000
g20-g32 1 2 64 728 100 4950
g20-g38 0 2 64 728 121 210
g20-g40 -1 2 64 728 121 3600
g20-g43 0 2 64 728 128 824
g20-g44 0 2 64 728 128 892
g20-g45 0 2 64 728 128 894
g20-g48 0 2 64 728 128 1000
g20-g50 -1 2 64 728 128 3216
g21-g27 0 2 64 1848 86 400
g21-g32 1 2 64 1848 100 4950
g21-g40 0 2 64 1848 121 3600
g21-g50 0 2 64 1848 128 3216
g22-g23 0 2 67 224 73 283
g22-g25 0 2 67 224 75 114
g22-g26 0 2 67 224 80 254
g22-g27 0 2 67 224 86 400
g22-g28 0 2 67 224 97 92
g22-g29 0 2 67 224 100 906
g22-g30 0 2 67 224 100 907
g22-g31 0 2 67 224 100 1000
g22-g32 1 2 67 224 100 4950
g22-g33 0 2 67 224 101 297
g22-g37 1 2 67 224 120 638
g22-g38 0 2 67 224 121 210
g22-g40 1 2 67 224 121 3600
g22-g43 -1 2 67 224 128 824
g22-g44 0 2 67 224 128 892
g22-g45 0 2 67 224 128 894
g22-g46 0 2 67 224 128 938
g22-g47 0 2 67 224 128 939
g22-g48 0 2 67 224 128 1000
g22-g49 0 2 67 224 128 1027
g22-g50 1 2 67 224 128 3216
g23-g27 0 2 73 283 86 400
g23-g32 1 2 73 283 100 4950
g23-g40 1 2 73 283 121 3600
g23-g50 1 2 73 283 128 3216
g24-g25 0 2 75 67 75 114
g24-g26 1 2 75 67 80 254
g24-g27 1 2 75 67 86 400
g24-g28 0 2 75 67 97 92
g24-g29 0 2 75 67 100 906
g24-g30 0 2 75 67 100 907
g24-g31 0 2 75 67 100 1000
g24-g32 1 2 75 67 100 4950
g24-g33 0 2 75 67 101 297
g24-g35 0 2 75 67 120 317
g24-g36 0 2 75 67 120 321
g24-g37 1 2 75 67 120 638
g24-g38 0 2 75 67 121 210
g24-g39 0 2 75 67 121 320
g24-g40 1 2 75 67 121 3600
g24-g41 0 2 75 67 128 368
g24-g42 1 2 75 67 128 508
g24-g43 1 2 75 67 128 824
g24-g44 0 2 75 67 128 892
g24-g45 0 2 75 67 128 894
g24-g46 0 2 75 67 128 938
g24-g47 0 2 75 67 128 939
g24-g48 0 2 75 67 128 1000
g24-g49 1 2 75 67 128 1027
g24-g50 1 2 75 67 128 3216
g25-g26 1 2 75 114 80 254
g25-g27 0 2 75 114 86 400
g25-g29 0 2 75 114 100 906
g25-g30 0 2 75 114 100 907
g25-g31 0 2 75 114 100 1000
g25-g32 1 2 75 114 100 4950
g25-g38 0 2 75 114 121 210
g25-g40 1 2 75 114 121 3600
g25-g43 1 2 75 114 128 824
g25-g44 0 2 75 114 128 892
g25-g45 0 2 75 114 128 894
g25-g46 0 2 75 114 128 938
g25-g47 0 2 75 114 128 939
g25-g48 0 2 75 114 128 1000
g25-g49 1 2 75 114 128 1027
g25-g50 1 2 75 114 128 3216
g26-g27 0 2 80 254 86 400
g26-g32 1 2 80 254 100 4950
g26-g40 1 2 80 254 121 3600
g26-g50 1 2 80 254 128 3216
g27-g32 1 2 86 400 100 4950
g27-g50 1 2 86 400 128 3216
g28-g29 1 2 97 92 100 906
g28-g30 1 2 97 92 100 907
g28-g31 1 2 97 92 100 1000
g28-g32 1 2 97 92 100 4950
g28-g33 0 2 97 92 101 297
g28-g37 1 2 97 92 120 638
g28-g38 0 2 97 92 121 210
g28-g40 1 2 97 92 121 3600
g28-g43 1 2 97 92 128 824
g28-g44 1 2 97 92 128 892
g28-g45 1 2 97 92 128 894
g28-g46 1 2 97 92 128 938
g28-g47 1 2 97 92 128 939
g28-g48 1 2 97 92 128 1000
g28-g49 1 2 97 92 128 1027
g28-g50 1 2 97 92 128 3216
g29-g30 0 2 100 906 100 907
g29-g31 1 2 100 906 100 1000
g29-g32 1 2 100 906 100 4950
g29-g40 -1 2 100 906 121 3600
g29-g44 0 2 100 906 128 892
g29-g45 0 2 100 906 128 894
g29-g50 0 2 100 906 128 3216
g3-g10 0 2 10 15 41 80
g3-g11 0 2 10 15 42 114
g3-g12 0 2 10 15 48 203
g3-g13 1 2 10 15 49 125
g3-g14 1 2 10 15 50 109
g3-g15 1 2 10 15 50 145
g3-g16 1 2 10 15 53 189
g3-g17 0 2 10 15 64 112
g3-g18 0 2 10 15 64 128
g3-g19 0 2 10 15 64 168
g3-g20 1 2 10 15 64 728
g3-g21 1 2 10 15 64 1848
g3-g22 1 2 10 15 67 224
g3-g23 1 2 10 15 73 283
g3-g24 0 2 10 15 75 67
g3-g25 1 2 10 15 75 114
g3-g26 1 2 10 15 80 254
g3-g27 1 2 10 15 86 400
g3-g28 0 2 10 15 97 92
g3-g29 1 2 10 15 100 906
g3-g30 1 2 10 15 100 907
g3-g31 1 2 10 15 100 1000
g3-g32 1 2 10 15 100 4950
g3-g33 0 2 10 15 101 297
g3-g34 0 2 10 15 120 240
g3-g35 1 2 10 15 120 317
g3-g36 0 2 10 15 120 321
g3-g37 1 2 10 15 120 638
g3-g38 0 2 10 15 121 210
g3-g39 0 2 10 15 121 320
g3-g4 1 2 10 15 10 45
g3-g40 1 2 10 15 121 3600
g3-g41 0 2 10 15 128 368
g3-g42 1 2 10 15 128 508
g3-g43 1 2 10 15 128 824
g3-g44 1 2 10 15 128 892
g3-g45 1 2 10 15 128 894
g3-g46 1 2 10 15 128 938
g3-g47 1 2 10 15 128 939
g3-g48 1 2 10 15 128 1000
g3-g49 1 2 10 15 128 1027
g3-g5 0 2 10 15 11 20
g3-g50 1 2 10 15 128 3216
g3-g6 0 2 10 15 19 33
g3-g7 0 2 10 15 20 100
g3-g8 0 2 10 15 30 62
g3-g9 0 2 10 15 37 63
g30-g31 0 2 100 907 100 1000
g30-g32 0 2 100 907 100 4950
g30-g40 0 2 100 907 121 3600
g30-g44 0 2 100 907 128 892
g30-g45 0 2 100 907 128 894
g30-g50 0 2 100 907 128 3216
g31-g32 1 2 100 1000 100 4950
g31-g40 -1 2 100 1000 121 3600
g31-g50 0 2 100 1000 128 3216
g33-g37 0 2 101 297 120 638
g33-g38 0 2 101 297 121 210
g33-g40 1 2 101 297 121 3600
g33-g43 0 2 101 297 128 824
g33-g44 0 2 101 297 128 892
g33-g45 0 2 101 297 128 894
g33-g46 0 2 101 297 128 938
g33-g47 0 2 101 297 128 939
g33-g48 0 2 101 297 128 1000
g33-g49 0 2 101 297 128 1027
g33-g50 1 2 101 297 128 3216
g34-g35 0 2 120 240 120 317
g34-g36 0 2 120 240 120 321
g34-g37 0 2 120 240 120 638
g34-g38 0 2 120 240 121 210
g34-g39 0 2 120 240 121 320
g34-g40 1 2 120 240 121 3600
g34-g41 0 2 120 240 128 368
g34-g42 0 2 120 240 128 508
g34-g43 0 2 120 240 128 824
g34-g44 0 2 120 240 128 892
g34-g45 0 2 120 240 128 894
g34-g46 -1 2 120 240 128 938
g34-g47 -1 2 120 240 128 939
g34-g48 -1 2 120 240 128 1000
g34-g49 -1 2 120 240 128 1027
g34-g50 -1 2 120 240 128 3216
g35-g37 1 2 120 317 120 638
g35-g38 0 2 120 317 121 210
g35-g40 1 2 120 317 121 3600
g35-g41 0 2 120 317 128 368
g35-g42 0 2 120 317 128 508
g35-g43 0 2 120 317 128 824
g35-g44 0 2 120 317 128 892
g35-g45 0 2 120 317 128 894
g35-g46 0 2 120 317 128 938
g35-g47 0 2 120 317 128 939
g35-g48 0 2 120 317 128 1000
g35-g49 0 2 120 317 128 1027
g35-g50 1 2 120 317 128 3216
g36-g37 1 2 120 321 120 638
g36-g38 0 2 120 321 121 210
g36-g40 1 2 120 321 121 3600
g36-g41 0 2 120 321 128 368
g36-g42 0 2 120 321 128 508
g36-g43 0 2 120 321 128 824
g36-g44 0 2 120 321 128 892
g36-g45 0 2 120 321 128 894
g36-g46 0 2 120 321 128 938
g36-g47 0 2 120 321 128 939
g36-g48 0 2 120 321 128 1000
g36-g49 0 2 120 321 128 1027
g36-g50 -1 2 120 321 128 3216
g37-g38 0 2 120 638 121 210
g37-g40 1 2 120 638 121 3600
g37-g43 0 2 120 638 128 824
g37-g44 0 2 120 638 128 892
g37-g45 0 2 120 638 128 894
g37-g46 0 2 120 638 128 938
g37-g47 0 2 120 638 128 939
g37-g48 0 2 120 638 128 1000
g37-g49 0 2 120 638 128 1027
g37-g50 -1 2 120 638 128 3216
g38-g40 1 2 121 210 121 3600
g38-g43 0 2 121 210 128 824
g38-g44 0 2 121 210 128 892
g38-g45 0 2 121 210 128 894
g38-g50 1 2 121 210 128 3216
g39-g40 1 2 121 320 121 3600
g39-g41 0 2 121 320 128 368
g39-g42 0 2 121 320 128 508
g39-g43 0 2 121 320 128 824
g39-g44 0 2 121 320 128 892
g39-g45 0 2 121 320 128 894
g39-g46 0 2 121 320 128 938
g39-g47 0 2 121 320 128 939
g39-g48 0 2 121 320 128 1000
g39-g49 -1 2 121 320 128 1027
g39-g50 1 2 121 320 128 3216
g4-g10 0 2 10 45 41 80
g4-g11 0 2 10 45 42 114
g4-g12 0 2 10 45 48 203
g4-g13 0 2 10 45 49 125
g4-g14 0 2 10 45 50 109
g4-g15 1 2 10 45 50 145
g4-g16 0 2 10 45 53 189
g4-g20 0 2 10 45 64 728
g4-g21 1 2 10 45 64 1848
g4-g22 0 2 10 45 67 224
g4-g23 1 2 10 45 73 283
g4-g25 1 2 10 45 75 114
g4-g26 1 2 10 45 80 254
g4-g27 1 2 10 45 86 400
g4-g28 0 2 10 45 97 92
